V_BZNO|KIS_LS_FNA_MKS_2021|KIS_LS_FNA_MKS_2022|KIS_LS_FNA_MKS_2023|KIS_LS_FNA_MKS_2024|KIS_LS_FNA_MKS_2025|
가상_사업자번호|최종재무평점_2021|최종재무평점_2022|최종재무평점_2023|최종재무평점_2024|최종재무평점_2025|
1000030386|6|6|8|||
1000028961|6|6|5|8|9|
1000029472|6|6|7|8||
1000029473|5|5|5|5||
1000026919||4|4|4|5|
1000029417|9|8|8|10||
1000028988|6|6|5|5|5|
1000028946||||5||
1000030059|5|4|4|4||
1000029605|6|6||6||
1000029927|6|4|6|6|5|
1000029100|6|7|8|6|6|
1000031089|5|6|6|9|8|
1000030801|4|5|8|9||
1000028356|6|5|4|3|4|
1000031398||8|8|8|8|
1000029760||6|5|6|6|
1000030909|6|4|5|5||
1000031072||5|7|8||
1000029259|||6|6||
1000029785||6|7|7|6|
1000001016|4|4|4|3|3|
1000031603||6|6|||
1000029791||6|6|7|6|
1000031269|||6|8||
1000002670|4|4|4|5|4|
1000027390|8|8|9|9||
1000027799|8|6|9|9|9|
1000027800|6|6||5||
1000031309|||7|8|6|
1000030791|6|6|7|||
1000030535|6|6|8|9|8|
1000001024|6|5|6|6|6|
1000004464|7|8|9|8||
1000005284|8|8|8|7|7|
1000001035||5|4|||
1000001941|6||6|6|7|
1000028883|6|10||||
1000028259|6|5||4|4|
1000001376|5|7||5||
1000026345|6|6|6|6||
1000027215|4|4||4||
1000030965|4|5|6|6||
1000026857|8|7|6|||
1000014001|||5|4||
1000004669|4|4|4|||
1000029511|6|7|6|6||
1000031156||5|4|4|4|
1000004678|9|||||
1000014369|||7|6||
1000017953|8|6|6|6||
1000025933|3|4|3|3|3|
1000001328|4|4|5|5|5|
1000009496|6|6||6||
1000028606|6|9|9|10||
1000028474|3|4|8|8|8|
1000001264|9|8||||
1000005166|4|4||4||
1000029370|4|5|7|5|7|
1000031566|||6|5|5|
1000025512|5|5|5|6||
1000031044||9|9|9||
1000007549|5|||||
1000007550|3|3|4|||
1000031163||||6|6|
1000019612|||8|8|6|
1000029361|||7||6|
1000007463|3||||4|
1000025525|6||6||5|
1000025530|4|4||||
1000007062|6|8|8|8|8|
1000017978|8|6|8|10||
1000022803|6|6|5|7|4|
1000026441|8|8|7|8|9|
1000026445|3|5||6||
1000031521||9|6|7||
1000005887|3|3|3|3|3|
1000022775|6|8|7|5||
1000010931|||5|5||
1000026864||7|7|7||
1000021252|6|6|5|5||
1000021151|7|8|6|8||
1000027129|6|6|9|||
1000021855|5|8|8|8||
1000005754|4|4|4|4||
1000004881|5|4|5|5|5|
1000030489|5|5|9|||
1000004849|8|5|6|9||
1000006637|6|7|8|10|10|
1000015047|5|5|6|5|7|
1000004711|4|5|5|||
1000004800|7|6|6|4||
1000004440|6|6|6|5|5|
1000015019|5|5|5|5|5|
1000015025|6|6|6|6|6|
1000018073|5|5|5|5|6|
1000020685|8|8|10|||
1000004438|5|5|6|6|5|
1000004289|6|6||||
1000004765|4||4|5|5|
1000005029|||6|8||
1000009865|5|5|6|8|7|
1000020005||5|6|6|6|
1000015073|8|8|8|8||
1000004241|6|6|8|7|6|
1000015253|8|7|8|8|8|
1000017883|4|4|4|4|4|
1000027371|5|6|5|5||
1000024931|6|4|6|5||
1000024937|8|8|8|9|9|
1000005046|3|4|4|5|5|
1000017798|6|7|6|7||
1000004780|5|5|4|5||
1000017993|5|4|4|3|3|
1000017994|5|5|4|5|6|
1000029062|5|5|6|5|5|
1000029068||9|7||6|
1000025833|8|8|10|9||
1000004225|5|8|8|||
1000025862|5|5|4|4|5|
1000004741|4|4|4|4|4|
1000016329|8|6|8|7|8|
1000016331|6|6|7|7|7|
1000005017|4|4|4|3|4|
1000004795|4||4|5|5|
1000015054|6|6|7|7|6|
1000029892|5|||||
1000031782||||9||
1000011837|4||5|||
1000026884|5|5|5|5||
1000011774|5|4||||
1000008427||4|5|3||
1000011778|||||5|
1000011636|4|4||||
1000028489|5|6|5|6|6|
1000011809|6|6|6|6||
1000011885||5|5|5|5|
1000030100|8|9|9|||
1000011729|6|6|7|6|5|
1000032056||||6||
1000030650|6|5|8||9|
1000031629|||7|8||
1000031428||9|7|8|8|
1000031429||6|5|5|4|
1000029431|5|4|4|||
1000031763|||9|9||
1000027862||6|8|5||
1000031252||9|9|8||
1000031509||9|9|9|8|
1000030628|8|8||||
1000030630|4||4|5|6|
1000027705|7|7|7|9|9|
1000031175|9|9|8|5|5|
1000031675||10|9|9||
1000029406|7|6|8|8|10|
1000027090|8|8|9|8||
1000030816||8|9|9|8|
1000029455|8|8|10|10|10|
1000031619||8|7|8||
1000031620|||8|6|8|
1000031478||9|6|6||
1000031365||6|8|8||
1000031596|||7|8||
1000031586||||5||
1000031658||9||9||
1000030599|6|6|5|6|6|
1000029597|4||4|5||
1000031456|6|8|6|7|8|
1000030604|4|4|8|8|8|
1000030613|8|8|9|8|9|
1000027475|8|6|6|6||
1000029342|6|6|6|5|5|
1000031861||||6|6|
1000030997||||8|9|
1000030320|8|9|9|8||
1000029696|7|6|7|6||
1000031417|||4|4||
1000029949|5|5|4|5||
1000031486|||||5|
1000031404||||5||
1000030917|4|4|4|3|3|
1000031542||6|5|6|6|
1000031947|||9||6|
1000031569||7||6|6|
1000031570||||2||
1000032034|||9|7|8|
1000009191|4|4|5|4|4|
1000009193|5|5|5|5|6|
1000006868|||6||7|
1000006820|5|||6||
1000009188||5|5|6|6|
1000008449||5||5||
1000007142|4|4|4|4|4|
1000006863|5|5|5|6|5|
1000009589|8|8|8|9||
1000008745|5|4|4|4|4|
1000031971|||8|8||
1000008789|5|8||||
1000007899|4|4|4|6|6|
1000007102|8|7||5||
1000009570|3|3|4|4|4|
1000008163|6|7|7|8|9|
1000009685|5|6|6|6||
1000008776|5|5|5|5|5|
1000008030|9|9|10|||
1000006843|5|5|4|4||
1000009673|6|5|5|5|6|
1000005937|4|4|3|3|3|
1000009520|4||4|4||
1000009641|5||5|5||
1000009515||||4||
1000008761|6|4|4|5|5|
1000008205||||4||
1000006911|4|3|4|3|3|
1000008202|4|5|6|9|8|
1000009416|4|4|4|4|3|
1000008007|8|9||||
1000005927|4|5|5|5|6|
1000008739|5|5|8|8|7|
1000007990|8|8|8|8|8|
1000008817|8|8|8|8|8|
1000008461|8|8|8|8||
1000010235|6|6|6|8|6|
1000031624||8|7||5|
1000008636|5|4|4|4|4|
1000006992||8|8|8|8|
1000024189|5|5|6|5|5|
1000024679|5|4|5|5|4|
1000024178|7|6|7|6|6|
1000007209|4|||||
1000007213|4|4|4|4|4|
1000031406||9|8|8||
1000032086||||6|5|
1000026196|4|4|5|4||
1000009258|6||4||6|
1000030967|5|||||
1000008134|||8|8||
1000031955|||9|9|9|
1000026610|||6|6||
1000008294|||6|6|9|
1000031753||7|6|8|8|
1000024215|7|7|9|8|8|
1000010623|9|9||||
1000008642|4|5|6|5|5|
1000010292|5|4|5|5||
1000031601|||8|6|5|
1000006927|5|5||4||
1000009888|||6|8||
1000025473||6|6|6||
1000025474||5||5|4|
1000026816|5|6|6|8|8|
1000026817|5|8|9|||
1000027818|5|6|7|5|6|
1000006900|5|4|3|4|5|
1000031665||9|9|||
1000027828|6|5|6|7|8|
1000028938|6|6|5|6|5|
1000028689|5|6|6|7||
1000030399|5|5|5|5|4|
1000030406|8|6|6|8|8|
1000028738|5|5|4|4|4|
1000028739||4|5|6||
1000031517||5|5|6||
1000028043||5||5||
1000031771|||8|8||
1000027153|6|6|6|8||
1000029421|4||4|4||
1000028449||4|4|4|4|
1000027312|8|7|5|5||
1000029881|5|6|6|6|7|
1000030202|6||6|||
1000026670|5|5|5|8|5|
1000028586||6|6|||
1000010029|5|5|8|7|7|
1000010360|5|6||6||
1000010673|6|6|5|6|5|
1000010347|6|6|5|6|6|
1000010515|5|6|6|6||
1000024147|3|5|5|5|6|
1000024331|4|5|6|6||
1000009978||3|4|||
1000010829|4|4|3|3|2|
1000010067|3|4|4|4|4|
1000008315|4|9|8|6|7|
1000010314|||8|||
1000010205|4|5|9|8||
1000010685|6|5|5|5|5|
1000010773|4|4|6|||
1000008619|4|4|5|||
1000024476|6|6|5|5||
1000024658|6|9||10||
1000009285||4|4|5||
1000010376||4||4|5|
1000010270|6|7|6|6|6|
1000028950|6|5|5|5||
1000028951|6|8||6||
1000032082||||9|8|
1000028832|4|4|4|4|4|
1000029700|6||6|6|6|
1000031846||||8||
1000006707||4|5|6||
1000032128|4|4||||
1000006636|4|6||5||
1000013044|6|5|5|5|5|
1000006620||5||||
1000006621|8|8|8|||
1000030526|7|8|8|||
1000030528||||4|5|
1000004960|4|4|5|4||
1000014033|5|4|4|4|4|
1000030182|8|7|7|7|6|
1000031563||9|9|5||
1000031564||8|5|5||
1000006672|4|||||
1000028394|5|8|6|7|8|
1000015222|6|6|7|8|8|
1000031814||||7|5|
1000032106||||5|5|
1000030209|6|6|8|6|7|
1000005065|5|6|8|9||
1000032042|||5|6|4|
1000032030|||5|5||
1000026838|8|8|6|6|7|
1000009716||6||5|6|
1000027973||6|5|4|5|
1000032110||5|5||6|
1000031212|6|6|6|8|10|
1000029577||6|7|6||
1000009532|3|5|5|4|3|
1000031714|||6|6||
1000013089|4|5|5|5||
1000029640|6|8|8|7||
1000031221|||6|4|4|
1000031223||5|5|5||
1000005155|6|7|7|8|8|
1000029077|||8|||
1000030427|4|4|9|6|6|
1000028502|4|4|5|6|5|
1000000043|3|3|3|3|3|
1000000072|3|4|4|6|6|
1000000073|6|6|6|6|4|
1000000081|6|5|5|5|4|
1000000129|3|3|3|4|3|
1000000130|7|7|8|7|7|
1000000134|3|3|4|4|4|
1000000140|5|5|5|4|4|
1000000146|5|4|4|4|6|
1000000160|8|9|9|9||
1000000221|4|4|4|4|4|
1000000234|6|5|6|8|7|
1000000243|4|3|4|5|6|
1000000298|2|2|2|2|2|
1000000299|8|9|9|||
1000000302|5|8|5|9||
1000000354|5|4|5|6|5|
1000000368|6|5|5|5|5|
1000000373|5|4|4|4|6|
1000000384|6|6|6|6|6|
1000000389|3|2|2|3|3|
1000000392|6|5|8|8|9|
1000000414|4|3|4|4|3|
1000000421|4|5|5|4|5|
1000000462|4|4|3|3|6|
1000000468|7|6|5|5|4|
1000000497|4|4|4|4|4|
1000000506|5|5|4|||
1000000560|6|7|9|9||
1000000562|7|7|6|10|10|
1000000574|4|4|5|7|6|
1000000579|||6|||
1000000602|6|6|5|8|8|
1000000607|5|4|4|4|4|
1000000630|5|4|4|4|4|
1000000635|3|4|5|5|5|
1000000638|3|5|4|4|3|
1000000647|4|4|4|4|4|
1000000658|2|2|2|2|2|
1000000677|9|10||||
1000000706|5|6|7|6|6|
1000000759|9|6|5|6|8|
1000000764|4|5|5|5||
1000000765|||5|6||
1000000795|||5|5||
1000000821|7|7|6|7|7|
1000000847|4|4|6|6|8|
1000000853|6|7|6|6|6|
1000000870|3|3|3|3|3|
1000000881|4|6|5|5|5|
1000000900|5|4|5|7|5|
1000000927||5|6|5||
1000000953|4|8|5|4|4|
1000000968|4|4|5|5|6|
1000000999||8|6||5|
1000001073|6|6|6|6|6|
1000001092|7|7|8|8|8|
1000001128|5|6|6|5|5|
1000001147|4|5|6|5|4|
1000001162|4|5|4|||
1000001189||4|5|||
1000001270|3||3|3||
1000001313|4|4|5|4|4|
1000001352|||4|3||
1000001374|5|6|6|8|8|
1000001381||7||7||
1000001391|6|6|5|8||
1000001402|4|3|4|3|3|
1000001418|2|2|2|3|3|
1000001455|4|4||||
1000001462|4|4|4|4|4|
1000001474|3|3|3|3|3|
1000001485|6|7|7|7|6|
1000001500|8|8|8|8|8|
1000001511||6|5|5|5|
1000001534|6|6|6|6|6|
1000001547|3|3|2|3|3|
1000001629|3|3|3|3|3|
1000001643|2|2|3|3|4|
1000001646|8|8|8|8|8|
1000001707|8|8|5|5||
1000001712|6||5|||
1000001738|8|8|8|8||
1000001757|4|5|6|6|6|
1000001763|5|6|5|5|5|
1000001792|4|4|4|4|4|
1000001803|4|4|4|4|4|
1000001816|5|5|6|5|4|
1000001833|6|5|6|7|7|
1000001907|6|8|7|7|6|
1000001929|5|5||5||
1000001947|5|4||4||
1000001967|5|6|5|5|5|
1000001972|4||6|||
1000002000|7|9|9|8||
1000002015|5|5|4|||
1000002038|6|5|6|||
1000002045|5|5|4|||
1000002054|7|||||
1000002059|5|5|5|5||
1000002068|8|||||
1000002074|||5|6|5|
1000002095|||5|4||
1000002098|4|4|4|5|5|
1000002126|8|6|6|7|8|
1000002128|6|8|8|8|9|
1000002139|7|6|8|9|9|
1000002141|6|6|6|6|6|
1000002146||||4||
1000002160|3|3|3|4|3|
1000002181|6|5|6|6|6|
1000002184|4|4|5|4|4|
1000002188|5|6|6|5|5|
1000002221|5|6|6|6|5|
1000002234|6|6|6|5|5|
1000002267|5|4|5|5|4|
1000002277|6|6|6|9||
1000002286|6|6|6|4|3|
1000002310||7|6|7|6|
1000002312|4|4|5|||
1000002339|5|5|5|6|8|
1000002364|6|6|6|8|7|
1000002378|3|3|3|3|3|
1000002386|7|7|8|7|8|
1000002414|8|6|8|8|8|
1000002416||||4||
1000002484|7|6|7|7|7|
1000002501|4|4|4|6|8|
1000002514|8|5|8|6|6|
1000002523|5|4||4||
1000002554|4|4|5|5|4|
1000002555|8|8|4|6||
1000002563|||6|6||
1000002609|6|6|6|||
1000002622|||4|4||
1000002628|6|5|5|7|8|
1000002650|4|3|3|3|4|
1000002727||4|4|||
1000002748|4|5|5|4|4|
1000002758||4|4|3||
1000002771|7|6|6|6|6|
1000002788|6|8|7|7|8|
1000002796|5|5||||
1000002813|6|5|7|6|10|
1000002833|3|3|3|4|3|
1000002837|4|4|4|4|4|
1000002845|3|4|4|4|4|
1000002848|5|4|5|5|6|
1000002855||4||||
1000002857|5||||6|
1000002860|5|4|5|6||
1000002866||8||5||
1000002891|4|4|5|||
1000002893|5|6|7|7|6|
1000002930|5|5|5|5|4|
1000002936|5|5|5|5|6|
1000002967|4|3||3||
1000002970|7|6|8|8|9|
1000002974|6|5|4|4|5|
1000002984|6|6|7|9|7|
1000003020|2|2|2|2|2|
1000003058|4|4|6|5||
1000003080|5|5|6|5||
1000003088|5|5|4|5|6|
1000003090|6|6|5|||
1000003114|||4|4||
1000003118|4|5|4|4|4|
1000003189|3|4|4|3|3|
1000003225||5|6|6||
1000003241|5|5|5|6|7|
1000003242||4|5|4||
1000003244|6|4|5|5|6|
1000003248|6|||5||
1000003273|6|6|6|||
1000003275|3|3|3|3|2|
1000003286|6|10||||
1000003290|6|5|6|9||
1000003313|9|8|9|7|7|
1000003319|7|7|8|8|8|
1000003336|6|7||8||
1000003368||||5||
1000003405|5|7||6||
1000003411||5||4||
1000003441|4|4|3|5|5|
1000003462|4|4|5|4|5|
1000003491|3|3|3|3|3|
1000003499||3|5|3||
1000003539|4|6|7|8|9|
1000003551||5||||
1000003623|7|8|5|5|4|
1000003639||5||7|7|
1000003661|||4|4||
1000003693|5|4|4|4|4|
1000003763|4|||||
1000003767|5|6|6|8|9|
1000003791|5|5|4|4||
1000003800|7|5|6|||
1000003827|6|6|4|4|4|
1000003848|4|4|4|3|3|
1000003891|7|6|7|7|7|
1000003905|5|7|10|8|8|
1000003906|4|||||
1000003938|6|6|9|9|6|
1000003948||||4|4|
1000003950|6|6||5||
1000003971|4|5|5|6|6|
1000003975|4|3|4|4|3|
1000004011|4|4|4|4|5|
1000004029|6|6|5|6|6|
1000004076||4|2|||
1000004077|5|6|6|5|4|
1000004088|4|4|4|5||
1000004090||5|6|8|8|
1000004108|2|3|2|3|4|
1000004113|6|||5||
1000004175|6|6|6|5|6|
1000004187||4|5|5||
1000004231|8||7|5|5|
1000004280||6|8|8|8|
1000004310|9|8|9|9||
1000004312|7|6|6|7|7|
1000004339|5|5|6|4|4|
1000004364||6|6|6|5|
1000004380|8|7|6|5|5|
1000004432||5|5|||
1000004439|||5|5||
1000004478||3|3|||
1000004480|6|6|6|6||
1000004531|5|4|8|8||
1000004540|6|7|6|6|6|
1000004550|8|8|8|10||
1000004563|4|4|4|5|4|
1000004564|6|||||
1000004580||||5||
1000004597|8|8|7|8|7|
1000004603|5||5|7||
1000004610|6|7|7|6||
1000004632|5|5|5|||
1000004638|5|4||||
1000004642|4|4|4|4|4|
1000004646|4|4|3|3||
1000004719|6|9|9|10|10|
1000004723|6|6|6|6|7|
1000004730|6|5|6|5|5|
1000004732|10|||||
1000004747||6|5|5|5|
1000004785|3|3|4|4||
1000004813||||5||
1000004816|6|6|7|6|6|
1000004867||6|5|5|5|
1000004869|10|9||||
1000004872|6|5|3|6|4|
1000004874||8||6|6|
1000004896|6|5|4|5|4|
1000004936|6|7|9|||
1000004970||4|4|4||
1000004993|6|4|4|4||
1000005023||6|5|5||
1000005054|6|4|5|4|4|
1000005066|6|6|5||8|
1000005071|7||6|6|6|
1000005192|7|6|7|7|6|
1000005243||5|6|8|7|
1000005259|5|6|6|6|6|
1000005261|4||6|6|6|
1000005268||8|8|8|7|
1000005279|5|4|4|4|4|
1000005350|6||5|5||
1000005431||6||5||
1000005446|4|4|4|5|5|
1000005447|||8|8||
1000005448|8|8|8|8|8|
1000005537|5|5|6|6|6|
1000005563|8|7|8|7|6|
1000005571|4|4|4|5|4|
1000005577||7||6||
1000005608||||4||
1000005660|6|6|8|5|6|
1000005696|4|4|4|4||
1000005710|3|3|3|3|3|
1000005737|4|4|3|4||
1000005767|5|4|6|5|4|
1000005791|4|4|3|3|3|
1000005805|6|5|4|4|4|
1000005821|6|6|7|7||
1000005848|7|6|6|6|6|
1000005851|6|4|4|4|5|
1000005860|7|7|7|6||
1000005910|6|||||
1000005914|5|5|4|4|4|
1000005969|4|4|4|4||
1000005973|9|7|6|6|6|
1000005976|8|6|6|6|5|
1000005980|6|6|6|6|6|
1000005984|5|5|6|5|6|
1000005989|3|3|3|3|3|
1000005990|5|6|5|6|5|
1000006001|4|||||
1000006009|5|5|6|6|6|
1000006033|4|5|6|6|7|
1000006049|5|4|||8|
1000006069|5|4||||
1000006077|4|5|5|5|5|
1000006096|8|9|10|10|10|
1000006105||4|4|4||
1000006108|5|6|6|6|6|
1000006139|5|5|5|||
1000006171|4|4|4|4|4|
1000006172|4|4|5|4||
1000006210|6|6|7|7|6|
1000006217|5|4|5|5|6|
1000006236|6|8|6|5|6|
1000006250|||8|8|8|
1000006251|7|7|6|6|6|
1000006270|4|4|4|4|4|
1000006342|4|4|5|5|5|
1000006355|6|6|6|7||
1000006357||6||6|6|
1000006391|4|3||4||
1000006437|6|6|6|8||
1000006447|5|4|4|||
1000006451|8|7|9|9||
1000006455|5||5|5|4|
1000006462|6|8|8|8|8|
1000006475|4|||3|3|
1000006476||4||||
1000006521|6||||8|
1000006568||5|5|6||
1000006576|5|8|6|7|7|
1000006587||8|4|4||
1000006588|5|5|4|4||
1000006599|5|4|3|3|3|
1000006644|5|6|8|8|9|
1000006673|7|7|10|||
1000006704|7|10||||
1000006718|6|7|6|6||
1000006779|7|5||6|6|
1000006814|7|8|8|7|7|
1000006872|5|5|6|8||
1000006941|6|6||4||
1000006942|3|3|4|3||
1000006949|||4|||
1000006950|6|5|5|6||
1000006969|6|6|6|6|6|
1000006978|8|6|5|||
1000006982||6||7||
1000006983|4|8||||
1000006995|8|7|9|6|6|
1000007070|4|3|6|6|7|
1000007072|3|2|3|3|3|
1000007075|3|3|3|3|3|
1000007078|8|6|3|3|3|
1000007100|8|7|7|6||
1000007106|4|4|4|4|4|
1000007125|5|7|7|7|6|
1000007128|5|||||
1000007130||5|5|5||
1000007148|4|3|3|3||
1000007170|7|9|8|8|8|
1000007190|4|6|7|6|5|
1000007320|5|6|5|5|5|
1000007371|6|6|8|8||
1000007376|8|6|7|9|6|
1000007395|5|5|4|4||
1000007406|8|6|7|8|6|
1000007419|4|5|6|6|6|
1000007434|5|5|5|6|6|
1000007437|6|7|4|5|4|
1000007541|4|4|4|4|4|
1000007609||6||7||
1000007693|8||8|8|9|
1000007696|4|4|5|5||
1000007697|||9|8|7|
1000007778||4||4||
1000007779|9|8|9|8|9|
1000007827||4||5||
1000007907|4|5|5|5|5|
1000007962|6|6|6|4|4|
1000007981|6|6|6|6||
1000007982|4|4|5|5|4|
1000007997||4||4||
1000008045|8|6||6|6|
1000008059|6|6|7|6||
1000008066|6|4|4|4||
1000008108|9||5|9||
1000008141|9||10|||
1000008154|5|4|4|3||
1000008169|4|4|5|4|6|
1000008176|6|6|6|5|4|
1000008183|5|5|5|||
1000008184|4|5|3|4|6|
1000008191|6|5|8|6|7|
1000008232|8|8|9|8||
1000008236|5|4|6|6||
1000008242|||4|5|5|
1000008260|8|5||6||
1000008267|6|7|6|6||
1000008275|6|6|6|6|7|
1000008359|5|6|4|4|5|
1000008390|6|6|6|6|5|
1000008409|6|4|5|5|5|
1000008439|7|6|6|5|5|
1000008484|8|10|10|10||
1000008500|6|5|5|5|5|
1000008506|4||5|4||
1000008521|5|4|5|4|5|
1000008552|5|5|5|8|8|
1000008565|5|6||6||
1000008568|6|||||
1000008606|5|5|6|||
1000008622|4|4||5||
1000008639|5|6|6|5||
1000008643|10|||||
1000008667|||4|4||
1000008684|6|5|5|5|6|
1000008690|4|4|4|4||
1000008756|6|8|6|6|6|
1000008809|7|8|7|8|8|
1000008836|6|6|6|6||
1000008837|5|5|5|6|5|
1000008853|4|6|6|5|5|
1000008867|8|9|10|9||
1000008876|10|||||
1000008904|5|5|5|5||
1000008913|6|6|4|5|4|
1000008916|8|8|8|7|7|
1000008934|4|6|4|||
1000008943|7|6|6|6||
1000008947||4|4|4||
1000008996|5|5|6|6|5|
1000009001||4|5|||
1000009005|3|3|6|8|5|
1000009008||5|7|8||
1000009013|4|5|7|6|6|
1000009025|6|6|6|6|7|
1000009032|6|4|4|4|4|
1000009071|6|7|7|7|8|
1000009072|5|6|7|8|6|
1000009075|4|4||4||
1000009122|5|6|5|6|5|
1000009202||7|5|5|4|
1000009216|5|5|7|7|6|
1000009221|6|6|5|6|8|
1000009223|6|6|7|8|7|
1000009365|5|6|5|8||
1000009423|5|7|6|5|5|
1000009433|6|6|7|8|7|
1000009447|4|5|5|4|5|
1000009461|4|5|3|3||
1000009468|4|4|4|4||
1000009586|3|3|3|2|3|
1000009662|4|4|4|3|3|
1000009730|4|6|5|6|6|
1000009734|5|6|5|5|4|
1000009758|7|7|8|8|8|
1000009791|5|5||8||
1000009798|6|6|6|6|6|
1000009826|8|9|8|9||
1000009839|||7|7||
1000009886|6|6|7|7|7|
1000009894|5|4|4|4|4|
1000009900|6|7|6|6|6|
1000009905|7|6|7|6|6|
1000009912|7|6|6|7|6|
1000009919|5|4|5|5|5|
1000009943||5||||
1000009952|6||7|||
1000010015|5|5|6|6|6|
1000010022|8|8|8|6|6|
1000010056|4|4|4|4|4|
1000010062|6|5|5|4|5|
1000010091|7|8|7|7||
1000010102|6|4|5|4|3|
1000010172|6|7|9|9|10|
1000010179|6|6|6|5||
1000010184|5|5|6|||
1000010191|8|6|9|||
1000010200|4|8|6|6|6|
1000010201|8|9||||
1000010223||6|5|6|5|
1000010260||||5||
1000010278|5|5|4|4|5|
1000010326|5|5|5|6|5|
1000010404|9|8|9|10|8|
1000010478|4|4||||
1000010490|7|6|7|7|8|
1000010502||5|7|8||
1000010508|||4|6|5|
1000010533|||8|7||
1000010553|6|5|5|9|8|
1000010558|7|||8||
1000010587||5|5|4||
1000010593|6|6|6|6|6|
1000010603|5|||4||
1000010608|5|5|5|6|5|
1000010626|7|6|8|8|8|
1000010633|6|5|6|8||
1000010680|5|6|4|5||
1000010713|8||8|8|6|
1000010716|5|5|5|5||
1000010727|5|5|5|6|5|
1000010728|4|5|5|5|5|
1000010767|6|5|4|4|4|
1000010799||10||||
1000010819|4|4|5|6|6|
1000010905|4|3||3|4|
1000010911|6|6||||
1000010969|5|6|7|8|8|
1000010971|8|8|7|6|9|
1000010996|6|7|8|8|8|
1000011030|4|5|4|5||
1000011034|5|5|5|4||
1000011043|4|4|4|4||
1000011055|7|7|6|4|5|
1000011084|3|4|3|4||
1000011155|4|4|4||3|
1000011187|4|4|5|4|4|
1000011235|6|6|7|7||
1000011250|7|5|6|||
1000011273|||7|8|9|
1000011306|5|6|6|8||
1000011340|7|5|5|5||
1000011374||7|6|6|8|
1000011379|8|8|7|9|9|
1000011386|6|5||||
1000011387|5|5|5|4||
1000011394|5|4||||
1000011414|6|7|7|6|6|
1000011444|8|7|7|6|4|
1000011445|6||6|6|7|
1000011450||5||5|5|
1000011526|6|||||
1000011550||4||||
1000011609|3|3|3|3|3|
1000011628|4|4|4|4||
1000011641|5|4|5|||
1000011734|4|4|4|3||
1000011738|4|4|4|4|4|
1000011753|6|5|5|5||
1000011771|3|4|3|4|3|
1000011830|4|5|5|||
1000011861|8|7|7|7|7|
1000011890||4|5|4|5|
1000011925|6|6|7|7||
1000011929|5|6|9|8|9|
1000011935|4||4|||
1000011945|4|4|4|4|4|
1000011950||8|7|6|6|
1000011972|5|6|6|7||
1000011990|4|4|4|3|4|
1000011991|4|5|4|5|6|
1000011999|6|6|6|5|6|
1000012066|8|7|6|5|6|
1000012074|5|5|6|5|5|
1000012079|5|4|4|5|4|
1000012091|7|6|8|9||
1000012095|5|6|6|6|5|
1000012111|4|4|4|5|5|
1000012114|8|8|8|8||
1000012204|3|4|5|3|3|
1000012217|9|||||
1000012245|4||4|5||
1000012253|6|5|5|5|5|
1000012267|8|6|6|6||
1000012276|6|7|6|9|8|
1000012291|9|8|8|8|9|
1000012297|9|||||
1000012306|6|9|9|8||
1000012348|6|6|7|6||
1000012355|4|5|5|4|4|
1000012363|||4|4|4|
1000012365|5|5|5|5|5|
1000012377|||3|3||
1000012470|6|8|6|6||
1000012504|||6|||
1000012542|8|6|6|8|8|
1000012553|8|9|9|9|10|
1000012567|5|5|5|8|6|
1000012573|4|4|4|4||
1000012612||6|5|5|5|
1000012619|4|||4|3|
1000012651|5|||5|5|
1000012657|6|6||5||
1000012710|3|3|3|3|3|
1000012721|3|3|4|||
1000012722|7|7|8|9|9|
1000012764|9|7|5|8|9|
1000012776|3|3|3|4||
1000012789|7|6|6|4|4|
1000012796|5|4|4|4|3|
1000012818|6|7|8|6|6|
1000012820|3|||||
1000012832||5|5|5||
1000012858|4|3|4|4||
1000012898|4|4|4|4||
1000012902||6|6|4||
1000012909|4||4|4||
1000012927||7|7|6|6|
1000012961|5|6|6|6|6|
1000012965|5||4|5||
1000012967|8|8|9|6|6|
1000012998|3|||||
1000013058|5|4||4||
1000013204|5|6|6|6|5|
1000013205|4|4|5|5||
1000013231|5|6|9|6|6|
1000013243|5|5|4|4|4|
1000013262|9|9||||
1000013273|6|6|6|6|6|
1000013288|6|6|9|||
1000013335|6|7|6|6|7|
1000013342|5|4|5|5||
1000013367|5|4||4||
1000013369|5|5|5|5|5|
1000013375|6|6|8|7||
1000013380||5||5||
1000013396|6|6|6|7|7|
1000013416|6|6|5|6|6|
1000013427|5|5|6|8||
1000013437|8|8|8|6|9|
1000013449|6|7|8|6||
1000013461|5|6|6|6|6|
1000013474|8|6|6|4||
1000013498|3|4|3|3|3|
1000013509|8|8|8|8|7|
1000013559|4|5|5|5||
1000013582|6|8|8|7|8|
1000013593|5|6||6|5|
1000013622|6|6|7|7|8|
1000013638|7|8|7|7|7|
1000013652|8||8|7|8|
1000013681|4|4|4|4||
1000013691|8|9|8|9||
1000013692|5|5|6|6|6|
1000013719|5|||||
1000013739|8|8|8|8|8|
1000013790|8|9|7|6||
1000013805|4|5|5|5||
1000013808|3|4|4|4|4|
1000013817|6|6|9|7|6|
1000013826|5|4|5|8|8|
1000013839|4||5|4|5|
1000013850|8|7|6|6||
1000013857|8|9|8|8|7|
1000013879|8|7|7|8||
1000013881|5|||||
